region,iteration,milliseconds
generate_target,0,8.196822
prepare_source,0,23.037608
grid_index_icp,0,5.316563
profile_metrics,0,736.285223
nearest_neighbors,1,375.099336
estimate_transform,1,0.531762
profile_metrics,1,954.457984
nearest_neighbors,2,272.616423
estimate_transform,2,0.783597
profile_metrics,2,568.551345
nearest_neighbors,3,355.761862
estimate_transform,3,0.919544
profile_metrics,3,576.594348
nearest_neighbors,4,302.464532
estimate_transform,4,0.902762
profile_metrics,4,563.789750
nearest_neighbors,5,253.838195
estimate_transform,5,0.498249
profile_metrics,5,528.625771
nearest_neighbors,6,269.994051
estimate_transform,6,0.547261
profile_metrics,6,588.967744
nearest_neighbors,7,250.984525
estimate_transform,7,0.533105
profile_metrics,7,498.256793
nearest_neighbors,8,242.724855
estimate_transform,8,0.855502
profile_metrics,8,495.592711
nearest_neighbors,9,264.405115
estimate_transform,9,3.510848
profile_metrics,9,568.083715
nearest_neighbors,10,247.285523
estimate_transform,10,0.633915
profile_metrics,10,540.878070
nearest_neighbors,11,244.033753
estimate_transform,11,0.505593
profile_metrics,11,477.906260
nearest_neighbors,12,272.253481
estimate_transform,12,0.467121
profile_metrics,12,561.815119
nearest_neighbors,13,226.622711
estimate_transform,13,1.005225
profile_metrics,13,473.777637
nearest_neighbors,14,216.329357
estimate_transform,14,0.546941
profile_metrics,14,670.412208
nearest_neighbors,15,252.996299
estimate_transform,15,1.120062
profile_metrics,15,458.379520
nearest_neighbors,16,208.224849
estimate_transform,16,0.657821
profile_metrics,16,415.053416
nearest_neighbors,17,204.542688
estimate_transform,17,0.599209
profile_metrics,17,421.534654
nearest_neighbors,18,204.723819
estimate_transform,18,0.552351
profile_metrics,18,412.053651
nearest_neighbors,19,209.772487
estimate_transform,19,1.788412
profile_metrics,19,431.090348
nearest_neighbors,20,203.670884
estimate_transform,20,0.595072
profile_metrics,20,402.974025
nearest_neighbors,21,210.802358
estimate_transform,21,0.600071
profile_metrics,21,420.610262
nearest_neighbors,22,208.723780
estimate_transform,22,0.672608
profile_metrics,22,402.142307
nearest_neighbors,23,214.406773
estimate_transform,23,0.985397
profile_metrics,23,416.442115
nearest_neighbors,24,211.001234
estimate_transform,24,0.601364
profile_metrics,24,417.272750
nearest_neighbors,25,218.836183
estimate_transform,25,1.054267
profile_metrics,25,455.331295
nearest_neighbors,26,242.515711
estimate_transform,26,0.714327
profile_metrics,26,433.171582
nearest_neighbors,27,216.618854
estimate_transform,27,0.689239
profile_metrics,27,407.500228
nearest_neighbors,28,224.109735
estimate_transform,28,0.601514
profile_metrics,28,452.416231
nearest_neighbors,29,256.855033
estimate_transform,29,1.428613
profile_metrics,29,449.085963
nearest_neighbors,30,224.867373
estimate_transform,30,1.026265
profile_metrics,30,440.405008
nearest_neighbors,31,244.799998
estimate_transform,31,1.397915
profile_metrics,31,476.049303
nearest_neighbors,32,221.828174
estimate_transform,32,1.406451
profile_metrics,32,441.799177
nearest_neighbors,33,239.029350
estimate_transform,33,1.794012
profile_metrics,33,457.841318
nearest_neighbors,34,236.303361
estimate_transform,34,2.079100
profile_metrics,34,543.943431
nearest_neighbors,35,269.289765
estimate_transform,35,1.261989
profile_metrics,35,477.877629
nearest_neighbors,36,239.120623
estimate_transform,36,1.221482
profile_metrics,36,635.511589
nearest_neighbors,37,219.459438
estimate_transform,37,0.592878
profile_metrics,37,456.115836
nearest_neighbors,38,233.225319
estimate_transform,38,0.781593
profile_metrics,38,513.773077
nearest_neighbors,39,225.748644
estimate_transform,39,0.613857
profile_metrics,39,487.884274
nearest_neighbors,40,231.031063
estimate_transform,40,1.170236
profile_metrics,40,467.585066
nearest_neighbors,41,221.030140
estimate_transform,41,1.119360
profile_metrics,41,463.911502
nearest_neighbors,42,217.691516
estimate_transform,42,0.613627
profile_metrics,42,468.445129
nearest_neighbors,43,223.592961
estimate_transform,43,1.022728
profile_metrics,43,480.413059
nearest_neighbors,44,231.207346
estimate_transform,44,1.761120
profile_metrics,44,461.000154
nearest_neighbors,45,220.699136
estimate_transform,45,1.560321
profile_metrics,45,459.801916
render_motion_frame,0,3.145309
render_motion_frame,1,3.379140
render_motion_frame,2,4.161976
render_motion_frame,3,4.379206
render_motion_frame,4,5.079555
render_motion_frame,5,6.929073
render_motion_frame,6,7.379031
render_motion_frame,7,7.802669
render_motion_frame,8,16.159132
render_motion_frame,9,9.416572
render_motion_frame,10,10.967135
render_motion_frame,11,11.275365
render_motion_frame,12,11.628281
render_motion_frame,13,12.156797
render_motion_frame,14,17.834981
render_motion_frame,15,24.738726
render_motion_frame,16,18.283156
render_motion_frame,17,14.741590
render_motion_frame,18,17.545195
render_motion_frame,19,17.545255
render_motion_frame,20,17.952763
render_motion_frame,21,18.864623
render_motion_frame,22,20.718277
render_motion_frame,23,19.467158
render_motion_frame,24,21.358403
render_motion_frame,25,22.335014
render_motion_frame,26,27.006501
render_motion_frame,27,23.278353
render_motion_frame,28,29.850372
export_reconstruction,0,3442.377773
